Lat,Long,Elevation,Prom,Name,Lat_dec,Long_dec,Icon
39°00'51",71°30'15",5900,1622,Pik Agasis,39.01416,71.50416,
27°15'00",89°42'15",4735,1622,Pt. 4735,27.25000,89.70416,
28°57'30",102°56'12",4260,1624,Pt. 4260,28.95833,102.93666,
30°33'45",57°09'42",3775,1635,Kuh-e Bagh-e Bala,30.56250,57.16166,
26°40'42",97°14'18",3411,1636,Bumhpa Bum,26.67833,97.23833,
37°23'09",48°33'00",3321,1625,Kuh-e Aq Dagh,37.38583,48.55000,
-4°15'27",103°18'21",2850,1635,Gunung Patah,-4.25750,103.30583,
23°19'48",98°52'39",2641,1625,Mong Ling Shan,23.33000,98.87750,
36°55'21",138°04'00",2462,1637,Hiuchi-yama,36.92250,138.06666,
6°06'24",125°34'12",1816,1639,Kioto Mountains,6.10666,125.57000,
28°53'00",114°57'03",1790,1624,Jiuling Shan,28.88333,114.95083,
9°10'42",124°43'36",1630,1630,Mt. Mambajao,9.17833,124.72666,
25°14'51",112°00'12",1953,1625,Benjiwo,25.24750,112.00333,
19°11'51",104°10'54",2720,1623,Phu Xai Lai Leng,19.19750,104.18166,
28°39'15",35°18'21",2580,1622,Jebel al Lawz,28.65416,35.30583,
20°41'09",97°20'30",2519,1589,Pt. 2519,20.68583,97.34166,
31°48'54",94°42'00",6328,1666,Bu'gyai Kangri,31.81500,94.70000,
22°18'12",103°46'30",3143,1613,Fansipan,22.30333,103.77500,
35°44'18",77°11'51",6808,1454,AYAKEBAGELA,35.73833,77.19750,
35°43'21",78°41'15",6510,1528,Karakash Shan,35.72250,78.68750,
33°36'26",76°07'43",6574,1606,Bharanzar,33.60722,76.12861,
31°57'16",78°12'53",6593,1704,Manirang,31.95444,78.21472,
35°57'21",74°38'00",6143,1610,Bilchhar Dobani,35.95583,74.63333,
34°01'50",76°47'25",6086,1618,Pt. 6086,34.03055,76.79027,
30°22'45",101°41'57",5820,1578,Haizi Shan,30.37916,101.69916,
38°37'54",90°38'24",4800,1609,Kogantag,38.63166,90.64000,
27°39'39",96°42'00",4578,1610,Dapha Bum,27.66083,96.70000,
28°20'33",101°45'15",4488,1676,Jinping Shan,28.34250,101.75416,
31°20'12",50°58'18",3661,1609,Kuh-e Rag,31.33666,50.97166,
31°20'27",70°01'45",3111,1618,Mizri Ghar,31.34083,70.02916,
36°47'54",139°22'27",2578,1613,Shirane-san,36.79833,139.37416,
18°09'27",105°24'45",2286,1610,Rao Co,18.15750,105.41250,
24°55'39",112°59'27",1895,1622,Paishidin,24.92750,112.99083,
5°26'51",95°39'21",1810,1610,Seulawah Agam,5.44750,95.65583,
9°21'54",118°20'03",1709,1619,Victoria Peaks,9.36500,118.33416,
22°17'27",111°12'54",1704,1609,Datian Ding,22.29083,111.21500,
10°07'26",118°59'41",1608,1582,Cleopatra Needle,10.12388,118.99472,
-6°37'00",110°53'27",1602,1595,Gunung Muria,-6.61666,110.89083,
22°36'30",59°11'12",2200,1600,Jebel Khadar,22.60833,59.18666,
30°15'45",67°18'05",3582,1597,Loe Nekan,30.26250,67.30138,
39°12'12",98°32'39",5547,1593,Qilian Shan HP,39.20333,98.54416,
28°54'30",118°03'36",1810,1596,Yujing Feng,28.90833,118.06000,
28°26'12",84°38'24",7893,1633,Himalchuli I,28.43666,84.64000,
30°44'51",79°17'15",7138,1594,Chaukhamba,30.74750,79.28750,
35°54'48",76°53'15",6953,1601,Kaimuk Kangri,35.91333,76.88750,
30°16'54",80°04'06",6861,1592,Nanda Kot,30.28166,80.06833,
30°50'15",91°29'23",6590,1614,Samdain Kangsang,30.83750,91.48972,
29°59'06",95°28'03",6145,1475,Pt. 6145,29.98500,95.46750,
35°40'44",72°46'49",5918,1558,Falak Sar,35.67888,72.78027,
29°54'39",57°12'06",4150,1597,Kuh-e Jupar,29.91083,57.20166,
25°29'21",99°04'30",3580,1590,Finchuiyanou Range,25.48916,99.07500,
-2°24'21",120°32'33",3016,1588,Buyu Balease,-2.40583,120.54250,
28°42'03",53°14'57",2846,1601,Kuh-e Namak,28.70083,53.24916,
7°41'27",124°30'27",2815,1590,Mt. Piapayungan,7.69083,124.50750,
26°48'57",95°31'24",2780,1589,Pakhain Range HP,26.81583,95.52333,
21°18'12",100°18'48",2563,1596,Loi Pangnao,21.30333,100.31333,
18°00'48",120°56'21",2361,1581,Mt. Sicapoo,18.01333,120.93916,
32°51'54",108°22'21",2120,1597,Tevodian,32.86500,108.37250,
15°28'51",121°24'18",1901,1601,Mingan Mountains,15.48083,121.40500,
30°34'48",54°52'06",3592,1585,Kuh-e Mohammadabad,30.58000,54.86833,
39°20'56",70°08'16",5170,1580,Pt. 5170,39.34888,70.13777,
-1°32'18",127°40'09",1611,1611,Pulau Obi HP,-1.53833,127.66916,
1°49'09",115°16'21",2250,1576,Batu Jumak,1.81916,115.27250,
38°03'11",30°42'07",2800,1574,Barla Dagi,38.05305,30.70194,
12°09'21",103°02'36",1750,1571,Phnum Samkos,12.15583,103.04333,
27°58'21",86°25'54",7181,1551,Menlungtse,27.97250,86.43166,
35°55'30",76°10'30",7038,1578,Karpogo Sar I,35.92500,76.17500,
30°12'51",80°25'39",6904,1614,Panch Chuli,30.21416,80.42750,
28°02'03",88°32'45",6829,1559,Chomo Yummo,28.03416,88.54583,
35°51'33",76°50'03",6821,1529,Burnag Kangri,35.85916,76.83416,
38°33'54",71°31'27",5992,1570,Qullai Arnavad,38.56500,71.52416,
34°17'28",75°47'25",5980,1573,Pt. 5980,34.29111,75.79027,
30°16'05",101°57'48",5704,1522,Pt. 5704,30.26805,101.96333,
34°37'21",76°14'45",5373,1562,Junkor,34.62250,76.24583,
38°58'15",70°39'54",4744,1573,Petra Pervogo Range HP,38.97083,70.66500,
-3°31'30",138°35'30",3949,1565,Angemuk,-3.52500,138.59166,
36°46'30",44°55'09",3611,1575,Cheekha Dar,36.77500,44.91916,
37°47'19",66°33'21",3138,1640,Airibaba,37.78861,66.55583,
28°05'42",55°59'24",2980,1572,Kuh-e Ja'in,28.09500,55.99000,
35°14'15",46°13'12",2975,1675,Kuh-e Takht,35.23750,46.22000,
22°39'42",104°36'09",2402,1570,Kiou Leou Ti,22.66166,104.60250,
12°49'15",121°10'24",2364,1574,Mt. Baco,12.82083,121.17333,
0°56'18",121°46'36",2230,1565,Huidu Tentolomatinan,0.93833,121.77666,
38°19'24",28°06'09",2156,1579,Boz Dag,38.32333,28.10250,
37°49'57",139°39'33",2128,1593,Dainiti Dake,37.83250,139.65916,
2°15'03",113°43'03",2040,1572,Bukit Batu,2.25083,113.71750,
25°57'18",96°04'15",1874,1562,Mawhpung Bum,25.95500,96.07083,
5°25'45",100°52'00",1862,1570,Gunung Bintang,5.42916,100.86666,
24°53'33",111°10'00",1857,1574,Yinding Shan,24.89250,111.16666,
23°23'09",108°30'12",1785,1570,Daming Shan,23.38583,108.50333,
-0°25'24",111°17'42",1758,1571,Gunung Saran,-0.42333,111.29500,
-5°18'30",121°57'21",1570,1570,Gunung Sambapolulu,-5.30833,121.95583,
0°29'18",123°40'30",1964,1580,Huidu Matabulawa,0.48833,123.67500,
12°46'09",124°03'24",1565,1547,Bulusan Volcano,12.76916,124.05666,
30°46'39",52°45'00",3943,1563,Kuh-e Bul,30.77750,52.75000,
1°22'42",127°32'03",1560,1560,Gunung Gamkonora,1.37833,127.53416,
39°47'33",39°46'15",3546,1559,Kesis Dagi,39.79250,39.77083,
36°40'21",72°13'54",7017,1541,Akher Chioh,36.67250,72.23166,
29°53'00",81°02'27",6850,1558,Jethi Bahurani,29.88333,81.04083,
28°11'51",91°51'54",6505,1561,Kazi Razi,28.19750,91.86500,
38°16'03",72°42'48",5859,1568,Pt. 5858.8,38.26750,72.71333,
39°20'51",98°12'06",5350,1539,Pt. 5350±,39.34750,98.20166,
26°53'00",99°36'39",4500,1557,Laotzyunshan,26.88333,99.61083,
31°54'36",50°21'54",3990,1557,Kuh-e Gereh,31.91000,50.36500,
28°58'42",103°15'57",3590,1552,Yaoji Shan,28.97833,103.26583,
25°35'51",94°04'00",3014,1551,Japvo,25.59750,94.06666,
4°48'36",96°49'00",2880,1546,Bur ni Geureudong,4.81000,96.81666,
36°53'21",32°10'21",2877,1543,Geyik Daglari,36.88916,32.17250,
37°45'16",30°43'30",2635,1553,Davraz Tepe,37.75444,30.72500,
-3°23'30",102°20'33",2493,1541,Gunung Daun,-3.39166,102.34250,
1°43'15",109°40'06",1590,1560,Gunung Rumput,1.72083,109.66833,
38°01'42",37°29'12",3075,1547,Killi Tepe,38.02833,37.48666,
34°56'28",78°10'57",6897,1543,Kataklik Kangri,34.94111,78.18250,
41°05'50",33°51'48",2587,1544,Ilgaz Daglari,41.09722,33.86333,
14°00'48",122°47'15",1544,1524,Mt. Labo,14.01333,122.78750,
36°20'15",101°12'03",4890,1550,Riyue Shan HP,36.33750,101.20083,
35°45'30",76°39'12",8034,1523,Gasherbrum II,35.75833,76.65333,
28°15'23",85°31'00",7227,1527,Langtang Lirung,28.25638,85.51666,
33°40'33",76°18'17",6573,1504,Doda,33.67583,76.30472,
29°57'09",90°32'18",6270,1558,Beu-tse,29.95250,90.53833,
30°19'15",94°19'12",6310,1673,Pulong,30.32083,94.32000,
38°14'00",71°48'00",6132,1482,Qullai Vudor,38.23333,71.80000,
37°40'00",72°42'30",5800,1524,Gora Bogchigir,37.66666,72.70833,
34°09'50",75°19'48",5425,1585,Kolahoi,34.16388,75.33000,
40°50'57",70°20'36",3770,1502,Gora Boboiob,40.84916,70.34333,
-3°58'09",136°11'42",3340,1555,Deyjay,-3.96916,136.19500,
28°08'21",61°49'36",2995,1534,Geli Kuh,28.13916,61.82666,
41°29'42",71°53'33",2875,1529,Buzbu Too,41.49500,71.89250,
31°35'33",57°02'00",2777,1539,Kuh-e Denband,31.59250,57.03333,
27°11'39",54°32'21",2209,1530,Kuh-e Par-e Lavar,27.19416,54.53916,
10°56'24",76°37'57",2088,1540,Elivai Malai,10.94000,76.63250,
33°51'18",134°05'44",1955,1540,Tsurugi-san,33.85500,134.09555,
27°53'36",119°11'12",1930,1530,Huangmao Jian,27.89333,119.18666,
25°33'33",110°57'42",1930,1530,Baojie Ling,25.55916,110.96166,
43°38'13",103°46'23",2825,1526,Dund Sayhni Nuru,43.63694,103.77305,
35°22'15",133°32'21",1729,1634,Daisen,35.37083,133.53916,
35°39'06",82°18'45",6962,1512,Chung Muztagh,35.65166,82.31250,
35°59'48",76°46'06",6824,1579,Durbin Kangri,35.99666,76.76833,
33°29'45",91°10'03",6621,1541,Geladaindong,33.49583,91.16750,
35°59'39",81°35'33",6580,1503,Kotaklik Shan,35.99416,81.59250,
33°39'42",67°37'33",4750,1502,Kuh-e Sefid,33.66166,67.62583,
34°08'57",69°24'57",4270,1513,Kuh-e Soltan Saheb,34.14916,69.41583,
32°34'06",49°33'48",3750,1510,Kuh-e Menar,32.56833,49.56333,
35°56'33",53°19'30",3730,1510,Kuh-e Nozva,35.94250,53.32500,
34°41'12",47°37'30",3320,1466,Kuh-e Dala Khani,34.68666,47.62500,
31°07'33",50°16'33",3120,1510,Kuh-e Raziyeh,31.12583,50.27583,
37°02'00",57°54'00",3070,1509,Kuh-e Patu,37.03333,57.90000,
7°57'18",124°48'09",2880,1502,Kalatungan Mountains,7.95500,124.80250,
38°32'57",140°01'33",1984,1494,Gas-san,38.54916,140.02583,
8°35'09",77°16'00",1869,1497,Agastya Malai,8.58583,77.26666,
30°06'03",118°51'42",1787,1521,Qingliang Feng,30.10083,118.86166,
39°32'12",39°32'33",3457,1509,Akbaba Tepesi,39.53666,39.54250,
23°19'03",93°45'42",2703,1509,Kennedy Peak,23.31750,93.76166,
40°04'25",29°13'04",2543,1504,Uludag Tepe,40.07361,29.21777,
23°21'42",103°54'24",2990,1502,Yanyanpo,23.36166,103.90666,
38°02'18",95°19'27",5759,1500,Qaidam Shan,38.03833,95.32416,
38°47'09",45°51'24",3358,1500,Kiyamaki Dagh,38.78583,45.85666,
28°53'33",98°58'00",5534,1412,Tsa-Leh Xueshan,28.89250,98.96666,
36°40'12",47°18'00",3332,1493,Kuh-e Belqeys,36.67000,47.30000,
37°53'54",111°29'30",2810,1493,Guandi Shan,37.89833,111.49166,
41°53'00",71°36'00",4503,1493,Khrebet Chatkalskiy HP,41.88333,71.60000,
34°48'15",77°48'18",7513,1453,Saser Kangri II,34.80416,77.80500,
35°31'00",76°48'00",7401,1493,Ghent Kongri,35.51666,76.80000,
27°59'00",88°38'45",6889,1464,Khangchengyao,27.98333,88.64583,
30°18'12",93°38'57",6870,1950,Nenang,30.30333,93.64916,
37°35'57",72°13'39",5707,1488,Pik Skalistyy,37.59916,72.22750,
35°29'09",69°36'39",5126,1495,Kuh-e Kokzaro Zaghicha,35.48583,69.61083,
35°20'39",72°22'03",5001,1491,Chambargahai,35.34416,72.36750,
40°55'42",74°52'30",4737,1490,Gory Dzhamantau,40.92833,74.87500,
34°54'57",73°14'09",4688,1490,Sukai Sar,34.91583,73.23583,
36°14'42",69°26'30",4331,1485,Kuh-e Mogholan,36.24500,69.44166,
32°57'45",50°30'48",3900,1495,Kuh-e Darabshah,32.96250,50.51333,
4°54'54",96°19'42",2801,1491,Peuet Sague,4.91500,96.32833,
19°07'42",103°48'21",2625,1490,Phou Samsoum,19.12833,103.80583,
35°46'24",45°13'51",2624,1494,Shak-i Pira Magrun,35.77333,45.23083,
0°42'21",120°53'18",2410,1485,Ibuyule Malino,0.70583,120.88833,
27°52'48",84°29'45",2140,1489,Pt. 2140,27.88000,84.49583,
27°38'21",35°44'51",1990,1497,Jebel Shar,27.63916,35.74750,
39°33'30",141°29'15",1914,1481,Hayachine-san,39.55833,141.48750,
4°40'48",100°48'24",1657,1490,Gunung Bubu,4.68000,100.80666,
6°44'24",126°10'54",1620,1497,Mt. Hamiguitan,6.74000,126.18166,
-8°23'39",118°32'36",1605,1491,Doro Oromboha,-8.39416,118.54333,
25°40'57",118°11'09",1849,1489,Daiyun Shan,25.68250,118.18583,
37°41'36",101°30'18",5254,1505,Lenglong Ling HP,37.69333,101.50500,
33°23'51",78°26'30",6489,1476,Gangra Ri,33.39750,78.44166,
33°06'24",64°12'03",4171,1476,Kuh-e Jang Qal'eh,33.10666,64.20083,
39°53'48",42°38'45",3483,1475,Kose Dagi,39.89666,42.64583,
35°50'45",79°34'27",6802,1476,OIERLIZUOKE FENG,35.84583,79.57416,
32°55'57",78°27'24",6666,1476,Lungser Kangri,32.93250,78.45666,
28°29'54",85°09'21",6648,1474,Langbo Kangri,28.49833,85.15583,
36°41'24",77°44'03",6447,1513,Togras Kangri,36.69000,77.73416,
38°50'21",72°18'18",6028,1483,Pik Gorbundov,38.83916,72.30500,
37°20'54",86°53'36",5766,1470,Muzluktag,37.34833,86.89333,
29°56'00",95°17'21",5590,1472,KYAMUNA,29.93333,95.28916,
39°20'27",74°01'24",5535,1462,Markanta,39.34083,74.02333,
29°37'51",101°16'27",5300,1474,Pt. 5300±,29.63083,101.27416,
34°24'00",74°54'30",5142,1461,Haramukh,34.40000,74.90833,
39°18'24",95°36'33",4930,1464,Emanan Shan,39.30666,95.60916,
32°15'06",76°28'57",4915,1467,Dhauladar Range HP,32.25166,76.48250,
25°40'18",100°05'33",4090,1471,Diancang Shan HP,25.67166,100.09250,
36°31'48",44°40'27",2672,1490,Jabal Karukh,36.53000,44.67416,
27°46'39",55°52'06",2475,1464,Kuh-e Boz,27.77750,55.86833,
11°25'39",76°07'51",2339,1479,Vavul Mala,11.42750,76.13083,
37°59'06",68°10'12",2290,1470,Gora Zarkasa,37.98500,68.17000,
20°04'15",99°08'30",2285,1470,Huamereng,20.07083,99.14166,
36°48'36",36°23'30",2240,1477,Uzunziyaret Tepesi,36.81000,36.39166,
22°22'00",102°41'00",2109,1470,Phu Ta Tong,22.36666,102.68333,
16°11'00",98°31'39",2030,1470,Mulayit Taung,16.18333,98.52750,
26°45'24",116°55'48",1847,1482,Baishi Feng,26.75666,116.93000,
19°02'09",109°32'33",1815,1476,Yingge Ling,19.03583,109.54250,
15°18'06",106°24'06",1716,1470,Phou Phiamay,15.30166,106.40166,
13°28'54",120°24'12",1520,1462,Mt. Calavite,13.48166,120.40333,
28°51'18",90°12'15",6674,1458,Kalurong,28.85500,90.20416,
28°51'18",93°12'00",6179,1485,Pt. 6179,28.85500,93.20000,
29°17'45",101°54'30",6079,1655,Pt. 6079,29.29583,101.90833,
38°34'00",75°44'42",5397,1414,Pt. 5397,38.56666,75.74500,
40°41'48",74°05'39",4385,1457,Pt. 4385,40.69666,74.09416,
31°40'30",51°01'42",3880,1620,Kuh-e Hezar Darreh,31.67500,51.02833,
28°34'03",58°13'45",3750,1440,Kuh-e Jebal Barez,28.56750,58.22916,
31°28'03",50°16'03",3613,1457,Kuh-e Karun,31.46750,50.26750,
26°59'33",101°50'06",3430,1438,Pt. 3430,26.99250,101.83500,
30°33'18",56°21'24",3205,1453,Kuh-e Gerdu,30.55500,56.35666,
23°25'48",99°12'57",2995,1544,Pt. 2995,23.43000,99.21583,
24°34'24",97°57'42",2640,1450,Lopula Range,24.57333,97.96166,
27°20'36",53°52'18",2165,1456,Kuh-e Gav Bast,27.34333,53.87166,
26°08'09",110°49'21",2120,1447,Zhenbao Ding,26.13583,110.82250,
12°41'42",108°56'36",2000,1450,Chu Mu,12.69500,108.94333,
27°10'33",110°18'21",1943,1455,Subao Ding,27.17583,110.30583,
9°14'39",123°10'39",1860,1440,Cuernos de Negros,9.24416,123.17750,
29°21'36",114°35'42",1640,1450,Jiugong Shan,29.36000,114.59500,
21°34'24",105°32'39",1592,1450,Tam Dao Nord,21.57333,105.54416,
15°16'45",43°58'33",3666,3326,Jebel an Nabi Shu'ayb,15.27916,43.97583,
14°40'48",43°39'24",2920,1635,Jibal Raymah,14.68000,43.65666,
12°34'27",54°01'15",1505,1505,Hajhir,12.57416,54.02083,
35°32'00",75°28'15",5828,1562,B21 ,35.53333,75.47083,
42°17'06",81°02'36",6332,1702,Pt. 6332,42.28500,81.04333,
30°34'43",94°28'06",6692,1488,Pt. 6692,30.57861,94.46833,
28°16'22",-16°38'32",3718,3718,El Pico del Teide,28.27277,-16.64222,
28°45'17",-17°53'06",2423,2423,Roque de los Muchachos,28.75472,-17.88500,
38°28'08",-28°23'56",2351,2351,Ponta do Pico,38.46888,-28.39888,
71°05'00",-8°09'00",2277,2277,Beerenberg ,71.08333,-8.15000,
64°00'57",-16°40'29",2110,2110,Hvannadalshnúkur,64.01583,-16.67472,
27°57'50",-15°33'57",1949,1949,Pico de las Nieves,27.96388,-15.56583,
32°45'50",-16°55'33",1861,1861,Pico Ruivo ,32.76388,-16.92583,
79°09'05",16°48'15",1717,1717,Newtontoppen,79.15138,16.80416,
27°43'44",-18°02'26",1501,1501,Pico Malpaso,27.72888,-18.04055,
75°10'32",57°49'30",1549,1549,Novaya Zemlya HP,75.17555,57.82500,
65°02'00",60°07'00",1894,1771,Gora Narodnaya ,65.03333,60.11666,
19°01'48",-97°16'15",5636,4922,Pico de Orizaba ,19.03000,-97.27083,
19°01'24",-98°37'36",5410,3040,Volcán Popocatepetl,19.02333,-98.62666,
19°33'48",-103°36'30",4270,2720,Nevado de Colima,19.56333,-103.60833,
17°28'06",-100°08'15",3550,2180,Cerro Tiotepec,17.46833,-100.13750,
19°06'06",-99°46'03",4690,2225,Vol. Nevado de Toluca,19.10166,-99.76750,
16°12'42",-96°11'45",3710,2140,Cerro Nube Flan,16.21166,-96.19583,
30°59'27",-115°22'30",3110,2140,Cerro Picacho del Diablo,30.99083,-115.37500,
19°13'54",-98°01'57",4430,1940,Malinche,19.23166,-98.03250,
18°43'12",-102°58'24",2890,1960,Cerro las Conchas ,18.72000,-102.97333,
26°07'12",-100°33'24",2630,1885,Cerro Tia Chena ,26.12000,-100.55666,
23°32'21",-109°57'15",2090,1920,Sierra de la Laguna HP,23.53916,-109.95416,
25°21'51",-100°33'27",3710,1865,Cerro San Rafael ,25.36416,-100.55750,
27°02'03",-102°23'30",3030,1905,Sierra la Madera HP,27.03416,-102.39166,
21°25'51",-99°07'57",2930,1880,Cerro la Joya,21.43083,-99.13250,
23°48'03",-99°50'48",3550,1660,Picacho San Onofre  ,23.80083,-99.84666,
16°34'54",-95°48'12",2830,1660,Cerro Sacamecate,16.58166,-95.80333,
27°28'12",-112°35'30",1950,1630,Volcán las Tres Virgenes,27.47000,-112.59166,
19°25'00",-102°19'09",3850,1675,Cerro Tancitaro,19.41666,-102.31916,
25°08'12",-103°13'48",3130,1655,Cerro el Centinela,25.13666,-103.23000,
17°07'57",-96°00'45",3420,1590,Cerro Zempoaltépetl,17.13250,-96.01250,
18°20'57",-94°51'27",1690,1625,Sierra de Santa Martha,18.34916,-94.85750,
25°51'48",-100°36'46",2390,1600,Picachos el Fraile,25.86333,-100.61277,
19°10'44",-98°38'33",5230,1540,Volcán Iztaccihuatl,19.17888,-98.64250,
19°33'18",-104°08'51",2890,1600,Cerro las Capillas,19.55500,-104.14750,
20°47'15",-103°50'48",2930,1535,Volcán de Tequila,20.78750,-103.84666,
26°18'27",-100°27'57",2210,1500,Sierra Gomas,26.30750,-100.46583,
18°40'24",-102°30'12",2390,1500,Cerros Santa Elena,18.67333,-102.50333,
16°45'53",-94°27'05",2310,1520,Cerro Atravesado,16.76472,-94.45138,
26°25'00",-101°42'30",2630,1465,HP Sierra San Marcos,26.41666,-101.70833,
24°34'24",-99°04'27",1810,1495,Cerro el Hongo,24.57333,-99.07416,
17°09'33",-96°25'03",3370,1440,Cerro Yatin,17.15916,-96.41750,
17°08'09",-97°39'48",3370,1440,Cerro del Aguila,17.13583,-97.66333,
19°48'21",-100°35'48",3600,1410,Cerro San Andres,19.80583,-100.59666,
58°54'23",-137°31'35",4671,3955,Mt. Fairweather,58.90638,-137.52638,
51°22'20",-125°15'44",4019,3289,Mt. Waddington,51.37222,-125.26222,
51°54'06",-125°52'30",3555,2930,Monarch Mtn.,51.90166,-125.87500,
53°06'36",-119°09'24",3959,2829,Mt. Robson,53.11000,-119.15666,
52°48'05",-119°43'53",3516,2728,Mt. Sir Wilfrid Laurier,52.80138,-119.73138,
51°39'24",-117°52'03",3519,2707,Mt. Sir Sandford,51.65666,-117.86750,
50°11'16",-121°54'12",2968,2463,Skihist Mtn.,50.18777,-121.90333,
57°23'35",-132°18'11",3090,2430,Mt. Ratz,57.39305,-132.30305,
50°33'06",-118°07'48",2970,2408,Mt. Odin,50.55166,-118.13000,
52°23'07",-118°56'24",3274,2404,Mt. Monashee,52.38527,-118.94000,
52°08'50",-117°26'29",3741,2383,Mt. Columbia,52.14722,-117.44138,
51°16'18",-124°34'06",3298,2355,Mt. Queen Bess,51.27166,-124.56833,
50°10'53",-117°12'15",3094,2319,Mt. Cooper,50.18138,-117.20416,
57°20'47",-124°05'34",3024,2289,Mt. Ulysses,57.34638,-124.09277,
50°07'59",-122°47'36",2892,2249,Wedge Mtn.,50.13305,-122.79333,
56°00'24",-129°41'34",2692,2242,Otter Mtn.,56.00666,-129.69277,
52°04'12",-126°57'34",2290,2225,Kwatna Peak,52.07000,-126.95944,
49°39'46",-125°44'50",2195,2195,Golden Hinde,49.66277,-125.74722,
51°35'28",-124°41'09",3183,2153,Razorback Mtn.,51.59111,-124.68583,
57°23'41",-131°29'07",2953,1503,Ambition Mtn.,57.39472,-131.48527,
50°29'19",-116°29'13",3493,2123,Mt. Farnham,50.48861,-116.48694,
54°55'42",-129°03'36",2336,2099,Oscar Peak,54.92833,-129.06000,
50°52'12",-115°39'00",3616,2086,Mt. Assiniboine,50.87000,-115.65000,
56°20'14",-129°58'54",2729,2079,Mt. Jancowski,56.33722,-129.98166,
49°46'60",-117°37'36",2830,2056,Gladsheim Peak,49.78333,-117.62666,
51°09'05",-117°25'14",3377,2045,Mt. Dawson,51.15138,-117.42055,
54°16'30",-129°03'23",2219,2014,Mt. Valpy,54.27500,-129.05638,
52°40'06",-118°03'24",3363,2007,Mt. Edith Cavell,52.66833,-118.05666,
53°08'32",-127°28'38",2365,1981,Chatsquot Mtn.,53.14222,-127.47722,
59°25'07",-136°45'55",2721,1971,Buckwell Peak,59.41861,-136.76527,
55°13'46",-128°52'20",2359,1938,Mt. Priestley,55.22944,-128.87222,
53°00'26",-127°14'24",2304,1914,Sharks Teeth Peaks,53.00722,-127.24000,
59°50'32",-137°35'08",2550,1906,Detour Peak,59.84222,-137.58555,
51°12'06",-116°23'48",3567,1887,Mt. Goodsir, South Tower,51.20166,-116.39666,
49°09'47",-121°14'59",2596,1871,Silvertip Mtn.,49.16305,-121.24972,
54°58'03",-128°13'55",2747,1862,Seven Sisters Peaks,54.96750,-128.23194,
52°15'12",-126°30'54",2908,1850,Mt. Saugstad,52.25333,-126.51500,
50°03'17",-126°06'03",2163,1849,Victoria Peak,50.05472,-126.10083,
55°04'26",-127°34'27",2507,1832,Brian Boru Peak,55.07388,-127.57416,
54°25'07",-127°44'38",2759,1829,Howson Peak,54.41861,-127.74388,
53°56'23",-128°02'44",2724,1828,Atna Peak,53.93972,-128.04555,
53°01'18",-126°38'24",2758,1826,Tsaydaychuz Peak,53.02166,-126.64000,
55°56'21",-127°28'48",2588,1798,Shedin Peak,55.93916,-127.48000,
50°30'40",-122°37'15",2506,1781,Birkenhead Peak,50.51111,-122.62083,
50°03'38",-115°12'27",3360,1778,Mt. Harrison,50.06055,-115.20750,
57°46'31",-132°20'07",2910,1765,Chutine Peak,57.77527,-132.33527,
53°56'09",-120°23'13",3275,1762,Mt. Sir Alexander,53.93583,-120.38694,
51°34'28",-116°15'37",3394,1759,Mt. Hector,51.57444,-116.26027,
53°08'13",-119°16'00",3399,1747,Whitehorn Mtn.,53.13694,-119.26666,
53°23'49",-119°25'02",3316,1746,Mt. Chown,53.39694,-119.41722,
49°14'27",-116°49'21",2456,1801,Kootenay Mtn.,49.24083,-116.82250,
57°55'37",-126°50'54",2748,1736,Thudaka Peak,57.92694,-126.84833,
57°42'58",-130°38'02",2780,1750,Mt. Edziza,57.71611,-130.63388,
49°44'46",-117°08'31",2801,1720,Cond Peak,49.74611,-117.14194,
58°28'40",-133°21'40",2415,1710,Sittakanay Peak,58.47777,-133.36111,
58°43'47",-133°50'27",2593,1710,Devils Paw,58.72972,-133.84083,
51°12'17",-119°14'07",2301,1696,Pukeashun Mtn.,51.20472,-119.23527,
52°33'05",-126°22'13",2664,1694,Thunder Mtn.,52.55138,-126.37027,
50°45'55",-118°50'35",2245,1690,Morton Peak,50.76527,-118.84305,
52°21'15",-120°31'58",2553,1683,Mt. Perseus,52.35416,-120.53277,
50°31'44",-123°22'51",2749,1679,Overseer Mtn.,50.52888,-123.38083,
52°19'16",-127°18'24",1679,1679,King Island HP,52.32111,-127.30666,
52°05'30",-126°01'00",3037,1676,Talchako Mtn.,52.09166,-126.01666,
58°08'20",-132°56'05",2524,1669,Whiting Peak,58.13888,-132.93472,
50°11'43",-118°13'44",2573,1667,The Pinnacles,50.19527,-118.22888,
55°32'38",-127°29'11",2451,1661,Mt. Thomlinson,55.54388,-127.48638,
58°43'00",-133°13'48",2408,1658,Mt. Lester Jones,58.71666,-133.23000,
52°38'08",-118°37'00",3089,1657,Jeanette Peak,52.63555,-118.61666,
58°35'15",-127°57'44",2668,1653,Sharktooth Mtn.,58.58750,-127.96222,
50°10'21",-117°54'00",2330,1645,Upper Saddle Mtn.,50.17250,-117.90000,
51°51'36",-116°55'54",3617,1629,Mt. Forbes,51.86000,-116.93166,
49°30'26",-122°19'19",2262,1627,Mt. Judge Howay,49.50722,-122.32194,
60°05'03",-136°00'49",2540,1650,Mt. Porsild,60.08416,-136.01361,
56°14'02",-129°39'27",2727,1617,Mt. Pattullo,56.23388,-129.65750,
